age,sex,bmi,children,smoker,region,charges,SSN,Name
20,female,24.42,0,yes,southeast,26125.67477,3919195,Michael Rogers
41,male,23.94,1,no,northeast,6858.4796,3246651,Kimberly Ibarra
33,female,39.82,1,no,southeast,4795.6568,6231981,Christina Nelson
38,male,16.815,2,no,northeast,6640.54485,348645,Scott Brown
42,male,37.18,2,no,southeast,7162.0122,634591,Tammy Cook
56,male,34.43,0,no,southeast,10594.2257,1529108,Theresa Wilkerson
58,male,30.305,0,no,northeast,11938.25595,1800537,William Young
52,male,34.485,3,yes,northwest,60021.39897,5625728,Bonnie Stewart
20,female,21.8,0,yes,southwest,20167.33603,6137150,Nathan Hernandez
54,female,24.605,3,no,northwest,12479.70895,2664214,Dr. Rebecca Anderson DVM
58,male,23.3,0,no,southwest,11345.519,2438649,Mark Davis
45,female,27.83,2,no,southeast,8515.7587,6800610,Sarah Williams
26,male,31.065,0,no,northwest,2699.56835,7933496,Mr. David Wilkinson
63,female,21.66,0,no,northeast,14449.8544,8395972,Kenneth Tran
58,female,28.215,0,no,northwest,12224.35085,5508428,Anthony Smith
37,male,22.705,3,no,northeast,6985.50695,2863266,Dr. Christian Cox PhD
25,female,42.13,1,no,southeast,3238.4357,6341085,Rebecca Liu
52,male,41.8,2,yes,southeast,47269.854,5449268,Anthony Watson
64,male,36.96,2,yes,southeast,49577.6624,3770285,Jennifer Hansen
22,female,21.28,3,no,northwest,4296.2712,6792287,Timothy Torres
28,female,33.11,0,no,southeast,3171.6149,3971895,Maria Miller
18,male,33.33,0,no,southeast,1135.9407,1033993,Brandon Parker
28,male,24.3,5,no,southwest,5615.369,794200,Marisa Martinez
45,female,25.7,3,no,southwest,9101.798,268768,Jonathan Pham
33,male,29.4,4,no,southwest,6059.173,7283999,Michelle Lee
18,female,39.82,0,no,southeast,1633.9618,5190361,Zachary Hill
32,male,33.63,1,yes,northeast,37607.5277,4961108,Terri Parsons
24,male,29.83,0,yes,northeast,18648.4217,24968,Corey Garcia
19,male,19.8,0,no,southwest,1241.565,1707303,William Davidson
20,male,27.3,0,yes,southwest,16232.847,4102615,Kevin Cannon
40,female,29.3,4,no,southwest,15828.82173,2868578,Angel Jensen
34,female,27.72,0,no,southeast,4415.1588,7766575,Laura Walls
42,female,37.9,0,no,southwest,6474.013,7826333,Felicia Leonard
51,female,36.385,3,no,northwest,11436.73815,6361863,Alexandra Cochran
54,female,27.645,1,no,northwest,11305.93455,2346729,Joseph Gibson
55,male,37.715,3,no,northwest,30063.58055,6032484,Brandon Lucas
52,female,23.18,0,no,northeast,10197.7722,7274220,Nicole James
32,female,20.52,0,no,northeast,4544.2348,6005313,Margaret Moran
28,male,37.1,1,no,southwest,3277.161,8924195,James Stewart
41,female,28.05,1,no,southeast,6770.1925,4508640,Jeffrey Sanchez
43,female,29.9,1,no,southwest,7337.748,9734715,Teresa Martinez MD
49,female,33.345,2,no,northeast,10370.91255,6567491,Eric Campbell
64,male,23.76,0,yes,southeast,26926.5144,8362644,Alyssa Wade
55,female,30.5,0,no,southwest,10704.47,234679,Jason Roberts
24,male,31.065,0,yes,northeast,34254.05335,5510762,Ricky Bennett
20,female,33.3,0,no,southwest,1880.487,7178333,Dr. Robert Bailey
45,male,27.5,3,no,southwest,8615.3,5690409,Thomas Paul
26,male,33.915,1,no,northwest,3292.52985,3302764,Kyle Thomas
25,female,34.485,0,no,northwest,3021.80915,1572018,Matthew Ray
43,male,25.52,5,no,southeast,14478.33015,1518260,Bradley Burns
35,male,27.61,1,no,southeast,4747.0529,7297585,Marissa Miller
26,male,27.06,0,yes,southeast,17043.3414,6256609,Debbie Santos
57,male,23.7,0,no,southwest,10959.33,2588967,Rachel Martinez
22,female,30.4,0,no,northeast,2741.948,7068277,Troy Meyer
32,female,29.735,0,no,northwest,4357.04365,963480,Casey Gomez
39,male,29.925,1,yes,northeast,22462.04375,8637940,Allison Hill
25,female,26.79,2,no,northwest,4189.1131,3419283,Mark Mcclure
48,female,33.33,0,no,southeast,8283.6807,6697848,David Hoffman
47,female,27.645,2,yes,northwest,24535.69855,8227824,Kimberly Osborne
18,female,21.66,0,yes,northeast,14283.4594,7631165,Benjamin Welch
18,male,30.03,1,no,southeast,1720.3537,4687234,Savannah Garcia
61,male,36.3,1,yes,southwest,47403.88,4751079,Steve Sanchez
47,female,24.32,0,no,northeast,8534.6718,52427,Shawn Baker
28,female,17.29,0,no,northeast,3732.6251,7337543,Brian Deleon
36,female,25.9,1,no,southwest,5472.449,5951484,Nicholas Edwards
20,male,39.4,2,yes,southwest,38344.566,7693676,Michael Dixon
44,male,34.32,1,no,southeast,7147.4728,4558122,Stephanie Simmons
38,female,19.95,2,no,northeast,7133.9025,9806990,James Snow
19,male,34.9,0,yes,southwest,34828.654,9912419,Barry Bernard
21,male,23.21,0,no,southeast,1515.3449,3147379,Samuel Short
46,male,25.745,3,no,northwest,9301.89355,8557444,Justin Allen
58,male,25.175,0,no,northeast,11931.12525,1167190,Joseph Hill
20,male,22,1,no,southwest,1964.78,3447134,Lisa Singh
18,male,26.125,0,no,northeast,1708.92575,7429671,Katherine Miller
28,female,26.51,2,no,southeast,4340.4409,1093248,April Booth
33,male,27.455,2,no,northwest,5261.46945,5886753,Katie Suarez
19,female,25.745,1,no,northwest,2710.82855,3431611,Charles Pitts
45,male,30.36,0,yes,southeast,62592.87309,7436713,Kathleen Aguilar
62,male,30.875,3,yes,northwest,46718.16325,8588424,Patricia Becker
25,female,20.8,1,no,southwest,3208.787,1382675,Ashley Hall
43,male,27.8,0,yes,southwest,37829.7242,3529042,Colton Martinez
42,male,24.605,2,yes,northeast,21259.37795,1592124,Ivan Wheeler
24,female,27.72,0,no,southeast,2464.6188,6560494,Nicholas Edwards
29,female,21.85,0,yes,northeast,16115.3045,6675254,Sandra Adams
32,male,28.12,4,yes,northwest,21472.4788,762268,Douglas Gregory
25,female,30.2,0,yes,southwest,33900.653,1818835,Travis Stevens
41,male,32.2,2,no,southwest,6875.961,9807935,John Welch
42,male,26.315,1,no,northwest,6940.90985,6291486,Raymond Shelton
33,female,26.695,0,no,northwest,4571.41305,7947383,Sandy Stephenson
34,male,42.9,1,no,southwest,4536.259,6153051,Sarah Mitchell
19,female,34.7,2,yes,southwest,36397.576,9621851,Bryan Allen
30,female,23.655,3,yes,northwest,18765.87545,7403450,George Day
18,male,28.31,1,no,northeast,11272.33139,6582029,Brian Murphy
19,female,20.6,0,no,southwest,1731.677,2172715,Donald Horne
18,male,53.13,0,no,southeast,1163.4627,8922680,Kristen Salazar
35,male,39.71,4,no,northeast,19496.71917,7844736,Leslie Carpenter
39,female,26.315,2,no,northwest,7201.70085,4701687,Bryan Cole
31,male,31.065,3,no,northwest,5425.02335,3986800,Justin Cox
62,male,26.695,0,yes,northeast,28101.33305,8962309,Justin Wells Jr.
62,male,38.83,0,no,southeast,12981.3457,7584419,Christopher Barr
42,female,40.37,2,yes,southeast,43896.3763,4540193,Cynthia Williams
31,male,25.935,1,no,northwest,4239.89265,8516122,Brandi Gordon
61,male,33.535,0,no,northeast,13143.33665,3391878,Jonathan Jacobson
42,female,32.87,0,no,northeast,7050.0213,8017046,Jody Palmer
51,male,30.03,1,no,southeast,9377.9047,1907903,Nathan Coleman
23,female,24.225,2,no,northeast,22395.74424,3427086,Antonio Fry
52,male,38.6,2,no,southwest,10325.206,8546785,Philip Ramsey
57,female,25.74,2,no,southeast,12629.1656,8010062,Gary James
23,female,33.4,0,no,southwest,10795.93733,7933410,William Smith
52,female,44.7,3,no,southwest,11411.685,5621850,Benjamin Frost
50,male,30.97,3,no,northwest,10600.5483,2126788,Elizabeth Wright
18,female,31.92,0,no,northeast,2205.9808,7124065,Caroline Adams
18,female,36.85,0,no,southeast,1629.8335,4342661,Robert Long
21,female,25.8,0,no,southwest,2007.945,7146112,Jessica Smith
61,female,29.07,0,yes,northwest,29141.3603,3341918,Kristen Rivera
